area,year,quarter,latitude,longitude,avg_d_mbps,avg_u_mbps,avg_lat_ms,tests,nearest_tower_distance_km,tower_count_1km,tower_count_2km,tower_count_5km,visible_tower_count_5km,digital_elevation_model,region_enc,typeOfArea_enc,city_enc,demand_growth_pct,region,typeOfArea,city,block_number,tower_density_ratio,year_trend,area_rolling_d_mbps,area_median_d,area_median_u,area_median_lat,area_test_count,distance_x_density
Al Qurayyah,2021,4,26.19804518,50.46295166,106.8427143,18.95842857,20.42857143,65,1.349800135,0,3.142857143,127,82.57142857,7,2,4,36,0.076271186,Northern Governorate,PPL,Al Qurayyah,541,0,1,85.22224286,206.9107024,20.16747143,16.46428571,1719,0.010545314
Al Qurayyah,2022,1,26.19804518,50.46295166,98.84785714,16.566,20,116,1.349800135,0,3.142857143,127,82.57142857,7,2,4,36,0.649606299,Northern Governorate,PPL,Al Qurayyah,541,0,2,102.823,206.9107024,20.16747143,16.46428571,1719,0.010545314
Al Qurayyah,2022,2,26.19804518,50.46295166,170.1005714,20.02414286,21.71428571,92,1.349800135,0,3.142857143,127,82.57142857,7,2,4,36,0.649606299,Northern Governorate,PPL,Al Qurayyah,541,0,2,102.8452857,206.9107024,20.16747143,16.46428571,1719,0.010545314
Al Qurayyah,2022,3,26.19804518,50.46295166,175.9932857,19.995,16.14285714,154,1.349800135,0,3.142857143,127,82.57142857,7,2,4,36,0.649606299,Northern Governorate,PPL,Al Qurayyah,541,0,2,134.4742143,206.9107024,20.16747143,16.46428571,1719,0.010545314
Al Qurayyah,2022,4,26.1967249,50.46157837,312.74225,29.000125,15.5,57,1.38051763,0,2.875,119.125,77.75,7,2,4,36,0.649606299,Northern Governorate,PPL,Al Qurayyah,541,0,2,173.0469286,206.9107024,20.16747143,16.46428571,1719,0.011492342
Al Qurayyah,2023,1,26.19804518,50.46295166,243.457,18.54228571,15.71428571,51,1.349800135,0,3.142857143,127,82.57142857,7,2,4,36,-0.436754177,Northern Governorate,PPL,Al Qurayyah,541,0,3,244.3677679,206.9107024,20.16747143,16.46428571,1719,0.010545314
Al Qurayyah,2023,2,26.19898402,50.46386719,342.5968333,42.755,12,28,1.293227036,0,3.5,130.3333333,84.33333333,7,2,4,36,-0.436754177,Northern Governorate,PPL,Al Qurayyah,541,0,3,278.099625,206.9107024,20.16747143,16.46428571,1719,0.009846906
Al Qurayyah,2023,3,26.19898402,50.46386719,198.8798333,28.67016667,16,100,1.293227036,0,3.5,130.3333333,84.33333333,7,2,4,36,-0.436754177,Northern Governorate,PPL,Al Qurayyah,541,0,3,293.0269167,206.9107024,20.16747143,16.46428571,1719,0.009846906
Al Qurayyah,2023,4,26.19898402,50.46386719,253.4681667,27.2555,18.66666667,57,1.293227036,0,3.5,130.3333333,84.33333333,7,2,4,36,-0.436754177,Northern Governorate,PPL,Al Qurayyah,541,0,3,270.7383333,206.9107024,20.16747143,16.46428571,1719,0.009846906
Al Qurayyah,2024,1,26.19804518,50.46295166,220.2031429,25.78571429,22.28571429,55,1.349800135,0,3.142857143,127,82.57142857,7,2,4,36,0.813559322,Northern Governorate,PPL,Al Qurayyah,541,0,4,226.174,206.9107024,20.16747143,16.46428571,1719,0.010545314
Al Qurayyah,2024,2,26.19804518,50.46295166,330.3211429,35.492,16.42857143,57,1.349800135,0,3.142857143,127,82.57142857,7,2,4,36,0.813559322,Northern Governorate,PPL,Al Qurayyah,541,0,4,236.8356548,206.9107024,20.16747143,16.46428571,1719,0.010545314
Al Qurayyah,2024,3,26.19734106,50.46386719,313.4601667,28.4645,15.33333333,280,1.351621712,0,3,130.1666667,84.66666667,7,2,4,36,0.813559322,Northern Governorate,PPL,Al Qurayyah,561,0,4,275.2621429,206.9107024,20.16747143,16.46428571,1719,0.010304613
Al Qurayyah,2024,4,26.19804518,50.46295166,235.375,16.81871429,15,36,1.349800135,0,3.142857143,127,82.57142857,7,2,4,36,0.813559322,Northern Governorate,PPL,Al Qurayyah,541,0,4,321.8906548,206.9107024,20.16747143,16.46428571,1719,0.010545314
Al Qurayyah,2025,1,26.19804518,50.46295166,337.0358571,41.95985714,21.28571429,37,1.349800135,0,3.142857143,127,82.57142857,7,2,4,36,-0.658878505,Northern Governorate,PPL,Al Qurayyah,541,0,5,274.4175833,206.9107024,20.16747143,16.46428571,1719,0.010545314
Al Qurayyah,2025,2,26.19898402,50.46386719,242.9443333,23.178,16.5,22,1.293227036,0,3.5,130.3333333,84.33333333,7,2,4,36,-0.658878505,Northern Governorate,PPL,Al Qurayyah,541,0,5,286.2054286,206.9107024,20.16747143,16.46428571,1719,0.009846906
Al Qurayyah,2025,3,26.19804518,50.46295166,343.2954286,35.649,13.85714286,53,1.349800135,0,3.142857143,127,82.57142857,7,2,4,36,-0.658878505,Northern Governorate,PPL,Al Qurayyah,541,0,5,289.9900952,206.9107024,20.16747143,16.46428571,1719,0.010545314
Al Qurayyah,2025,4,26.19734101,50.46216692,214.9415714,22.51042857,16.14285714,34,1.336414617,0,3.142857143,120.8571429,78.57142857,7,2,4,36,-0.658878505,Northern Governorate,PPL,Al Qurayyah,541,0,5,293.119881,206.9107024,20.16747143,16.46428571,1719,0.01096706
Al Safir Hotel & Tower,2020,1,26.0322234,50.51239014,84.24290476,20.28866667,23.23809524,78,1.396435886,0.19047619,1.047619048,15.71428571,9.666666667,18,2,0,54,0,Northern Governorate,HTL,Az Zallaq,1056,0.011396011,0,152.4206623,163.083375,25.36566667,23.61904762,3846,0.083547446
Al Safir Hotel & Tower,2020,2,26.03457382,50.51395961,34.80092857,11.11085714,18.71428571,53,1.360994328,0.142857143,1.071428571,15.92857143,9.642857143,18,2,0,54,0,Northern Governorate,HTL,Az Zallaq,1056,0.008438819,0,84.24290476,163.083375,25.36566667,23.61904762,3846,0.080396289
Al Safir Hotel & Tower,2020,3,26.03502257,50.51588579,52.72227273,16.46354545,19.72727273,43,1.392240029,0.181818182,1,15.90909091,9.545454545,18,2,0,54,0,Northern Governorate,HTL,Az Zallaq,1056,0.010752688,0,59.52191667,163.083375,25.36566667,23.61904762,3846,0.082336776
Al Safir Hotel & Tower,2020,4,26.03161235,50.51531982,79.37073333,18.54986667,20.6,75,1.464320918,0.133333333,1,14.93333333,8.8,18,2,0,54,0,Northern Governorate,HTL,Az Zallaq,1056,0.008368201,0,43.76160065,163.083375,25.36566667,23.61904762,3846,0.091902986
Al Safir Hotel & Tower,2021,1,26.03457388,50.51635742,54.49427778,15.49155556,17.44444444,70,1.626438542,0.055555556,0.944444444,16.33333333,9.555555556,18,2,0,54,0.008032129,Northern Governorate,HTL,Az Zallaq,1056,0.003205128,1,66.04650303,163.083375,25.36566667,23.61904762,3846,0.093832993
Al Safir Hotel & Tower,2021,2,26.0365482,50.51715088,90.45806667,17.21993333,25.33333333,53,1.559933834,0.066666667,0.933333333,16.66666667,9.8,18,2,0,54,0.008032129,Northern Governorate,HTL,Az Zallaq,1056,0.003773585,1,66.93250556,163.083375,25.36566667,23.61904762,3846,0.088298142
Al Safir Hotel & Tower,2021,3,26.03333984,50.51422119,23.50158333,6.59075,26.16666667,43,1.300279733,0.25,1.166666667,15.75,9.666666667,18,2,0,54,0.008032129,Northern Governorate,HTL,Az Zallaq,1058,0.014925373,1,72.47617222,163.083375,25.36566667,23.61904762,3846,0.077628641
Al Safir Hotel & Tower,2021,4,26.03351623,50.51513672,96.86628571,20.28371429,18.85714286,85,1.488536242,0.142857143,0.928571429,15.92857143,9.5,18,2,0,54,0.008032129,Northern Governorate,HTL,Az Zallaq,1056,0.008438819,1,56.979825,163.083375,25.36566667,23.61904762,3846,0.087930411
Al Safir Hotel & Tower,2022,1,26.03509341,50.51499216,99.49163158,18.02405263,25.10526316,443,1.566130927,0.105263158,0.947368421,16.47368421,9.842105263,18,2,0,54,3.326693227,Northern Governorate,HTL,Az Zallaq,1056,0.006024096,2,60.18393452,163.083375,25.36566667,23.61904762,3846,0.089627975
Al Safir Hotel & Tower,2022,2,26.0349851,50.51467896,155.5595833,23.6055,20.91666667,169,1.427053061,0.25,1,15.75,9.75,18,2,0,51,3.326693227,Northern Governorate,HTL,As Sakhir,1054,0.014925373,2,98.17895865,163.083375,25.36566667,23.61904762,3846,0.085197198
Al Safir Hotel & Tower,2022,3,26.03412514,50.51288951,127.5005455,17.43054545,18.72727273,108,1.31988864,0.272727273,1,16.36363636,10.36363636,18,2,0,54,3.326693227,Northern Governorate,HTL,Az Zallaq,1054,0.015706806,2,127.5256075,163.083375,25.36566667,23.61904762,3846,0.076014529
Al Safir Hotel & Tower,2022,4,26.03512227,50.51177979,170.6071667,27.12583333,28.55555556,366,1.370398858,0.222222222,1.166666667,17.16666667,10.66666667,18,2,0,54,3.326693227,Northern Governorate,HTL,Az Zallaq,1056,0.012232416,2,141.5300644,163.083375,25.36566667,23.61904762,3846,0.0754348
Al Safir Hotel & Tower,2023,1,26.03312215,50.51368265,234.501,42.66905882,65.35294118,302,1.53325703,0.176470588,0.941176471,16.29411765,10.05882353,18,2,0,54,-0.387661142,Northern Governorate,HTL,Az Zallaq,1054,0.010204082,3,149.0538561,163.083375,25.36566667,23.61904762,3846,0.088657719
Al Safir Hotel & Tower,2023,2,26.03488234,50.51273346,250.0591875,36.3935,20.5625,108,1.416490815,0.1875,1,16.6875,10.3125,18,2,0,54,-0.387661142,Northern Governorate,HTL,Az Zallaq,1056,0.010600707,3,202.5540833,163.083375,25.36566667,23.61904762,3846,0.080084286
Al Safir Hotel & Tower,2023,3,26.0350674,50.51733398,154.5044,34.7318,22.6,104,1.337940271,0.2,1.1,15.1,9,18,2,0,54,-0.387661142,Northern Governorate,HTL,Az Zallaq,1054,0.01242236,3,242.2800938,163.083375,25.36566667,23.61904762,3846,0.08310188
Al Safir Hotel & Tower,2023,4,26.03363372,50.51422119,192.1506667,37.6017619,28.61904762,151,1.499662174,0.19047619,0.952380952,16.23809524,9.857142857,18,2,0,54,-0.387661142,Northern Governorate,HTL,Az Zallaq,1056,0.011049724,3,202.2817938,163.083375,25.36566667,23.61904762,3846,0.086996977
Al Safir Hotel & Tower,2024,1,26.03544489,50.51691392,249.2673529,32.64817647,46.94117647,124,1.637255356,0.058823529,0.941176471,16.47058824,9.764705882,18,2,0,51,-0.257142857,Northern Governorate,HTL,As Sakhir,1054,0.003367003,4,173.3275333,163.083375,25.36566667,23.61904762,3846,0.093714953
Al Safir Hotel & Tower,2024,2,26.03233035,50.51288951,195.8267273,18.798,19.27272727,55,1.294961971,0.272727273,1,15.72727273,9.727272727,18,2,0,51,-0.257142857,Northern Governorate,HTL,As Sakhir,1054,0.016304348,4,220.7090098,163.083375,25.36566667,23.61904762,3846,0.077416205
Al Safir Hotel & Tower,2024,3,26.03723156,50.5161931,232.1808462,28.40853846,19.07692308,210,1.468075081,0.153846154,1.076923077,16.46153846,9.923076923,18,2,0,54,-0.257142857,Northern Governorate,HTL,Az Zallaq,1054,0.008810573,4,222.5470401,163.083375,25.36566667,23.61904762,3846,0.084074784
Al Safir Hotel & Tower,2024,4,26.03347702,50.51361084,248.4407778,40.02772222,25.94444444,105,1.393271953,0.222222222,1.055555556,16.22222222,9.833333333,18,2,0,54,-0.257142857,Northern Governorate,HTL,Az Zallaq,1056,0.012903226,4,214.0037867,163.083375,25.36566667,23.61904762,3846,0.080899662
Al Safir Hotel & Tower,2025,1,26.03281112,50.51278251,401.3540714,57.9555,24.14285714,154,1.368651917,0.285714286,0.928571429,16.35714286,10.21428571,18,2,0,54,1.228744939,Northern Governorate,HTL,Az Zallaq,1054,0.016460905,5,240.310812,163.083375,25.36566667,23.61904762,3846,0.078852374
Al Safir Hotel & Tower,2025,2,26.03370284,50.51335952,312.1661176,41.38158824,24,399,1.415436788,0.176470588,1,16.11764706,9.823529412,18,2,0,54,1.228744939,Northern Governorate,HTL,Az Zallaq,1054,0.010309278,5,324.8974246,163.083375,25.36566667,23.61904762,3846,0.082688747
Al Safir Hotel & Tower,2025,3,26.03457385,50.51856995,332.550125,36.89325,25.25,23,1.375129258,0.25,1.125,14.25,8.375,18,2,0,54,1.228744939,Northern Governorate,HTL,Az Zallaq,1054,0.016393443,5,356.7600945,163.083375,25.36566667,23.61904762,3846,0.09017241
Al Safir Hotel & Tower,2025,4,26.03484807,50.51269531,257.8896111,37.11211111,32.83333333,525,1.362867473,0.222222222,1.055555556,16.77777778,10.27777778,18,2,0,54,1.228744939,Northern Governorate,HTL,Az Zallaq,1056,0.0125,5,322.3581213,163.083375,25.36566667,23.61904762,3846,0.076661295
Al Safir Tower,2020,1,26.21705506,50.60577393,32.39,12.451,21,52,0.196971107,192,449,1342,942,7,0,0,21,0,Capital Governorate,HTL,Al Juffair,324,0.142963515,0,152.4206623,171.8245,26.1375,30,2119,0.000146665
Al Safir Tower,2020,2,26.21705506,50.60577393,33.98,11.192,19,47,0.196971107,192,449,1342,942,7,0,0,21,0,Capital Governorate,HTL,Al Juffair,324,0.142963515,0,32.39,171.8245,26.1375,30,2119,0.000146665
Al Safir Tower,2020,3,26.21705506,50.60577393,57.709,18.034,26,85,0.196971107,192,449,1342,942,7,0,0,21,0,Capital Governorate,HTL,Al Juffair,324,0.142963515,0,33.185,171.8245,26.1375,30,2119,0.000146665
Al Safir Tower,2020,4,26.21705506,50.60577393,143.306,21.074,15,75,0.196971107,192,449,1342,942,7,0,0,21,0,Capital Governorate,HTL,Al Juffair,324,0.142963515,0,45.8445,171.8245,26.1375,30,2119,0.000146665
Al Safir Tower,2021,1,26.21705506,50.60577393,89.888,16.08,34,70,0.196971107,192,449,1342,942,7,0,0,21,0.177606178,Capital Governorate,HTL,Al Juffair,324,0.142963515,1,100.5075,171.8245,26.1375,30,2119,0.000146665
Al Safir Tower,2021,2,26.21705506,50.60577393,100.778,15.71,18,68,0.196971107,192,449,1342,942,7,0,0,21,0.177606178,Capital Governorate,HTL,Al Juffair,324,0.142963515,1,116.597,171.8245,26.1375,30,2119,0.000146665
Al Safir Tower,2021,3,26.21705506,50.60577393,85.535,14.815,34,58,0.196971107,192,449,1342,942,7,0,0,21,0.177606178,Capital Governorate,HTL,Al Juffair,324,0.142963515,1,95.333,171.8245,26.1375,30,2119,0.000146665
Al Safir Tower,2021,4,26.21705506,50.60577393,130.554,18.412,28,109,0.196971107,192,449,1342,942,7,0,0,21,0.177606178,Capital Governorate,HTL,Al Juffair,324,0.142963515,1,93.1565,171.8245,26.1375,30,2119,0.000146665
Al Safir Tower,2022,1,26.21705506,50.60577393,97.163,21.638,27,71,0.196971107,192,449,1342,942,7,0,0,21,0.514754098,Capital Governorate,HTL,Al Juffair,324,0.142963515,2,108.0445,171.8245,26.1375,30,2119,0.000146665
Al Safir Tower,2022,2,26.21705506,50.60577393,110.471,13.277,23,44,0.196971107,192,449,1342,942,7,0,0,21,0.514754098,Capital Governorate,HTL,Al Juffair,324,0.142963515,2,113.8585,171.8245,26.1375,30,2119,0.000146665
Al Safir Tower,2022,3,26.21705506,50.60577393,107.349,14.374,31,200,0.196971107,192,449,1342,942,7,0,0,21,0.514754098,Capital Governorate,HTL,Al Juffair,324,0.142963515,2,103.817,171.8245,26.1375,30,2119,0.000146665
Al Safir Tower,2022,4,26.21705506,50.60577393,192.461,30.637,56,147,0.196971107,192,449,1342,942,7,0,0,21,0.514754098,Capital Governorate,HTL,Al Juffair,324,0.142963515,2,108.91,171.8245,26.1375,30,2119,0.000146665
Al Safir Tower,2023,1,26.21705506,50.60577393,314.121,37.27,69,50,0.196971107,192,449,1342,942,7,0,0,21,-0.409090909,Capital Governorate,HTL,Al Juffair,324,0.142963515,3,149.905,171.8245,26.1375,30,2119,0.000146665
Al Safir Tower,2023,2,26.21705506,50.60577393,225.757,39.432,29,55,0.196971107,192,449,1342,942,7,0,0,21,-0.409090909,Capital Governorate,HTL,Al Juffair,324,0.142963515,3,253.291,171.8245,26.1375,30,2119,0.000146665
Al Safir Tower,2023,3,26.21705506,50.60577393,151.188,15.526,46,114,0.196971107,192,449,1342,942,7,0,0,21,-0.409090909,Capital Governorate,HTL,Al Juffair,324,0.142963515,3,269.939,171.8245,26.1375,30,2119,0.000146665
Al Safir Tower,2023,4,26.21705506,50.60577393,247.628,37.759,38,54,0.196971107,192,449,1342,942,7,0,0,21,-0.409090909,Capital Governorate,HTL,Al Juffair,324,0.142963515,3,188.4725,171.8245,26.1375,30,2119,0.000146665
Al Safir Tower,2024,1,26.21705506,50.60577393,260.233,36.629,41,118,0.196971107,192,449,1342,942,7,0,0,21,1.358974359,Capital Governorate,HTL,Al Juffair,324,0.142963515,4,199.408,171.8245,26.1375,30,2119,0.000146665
Al Safir Tower,2024,2,26.21705506,50.60577393,330.817,42.824,29,105,0.196971107,192,449,1342,942,7,0,0,21,1.358974359,Capital Governorate,HTL,Al Juffair,324,0.142963515,4,253.9305,171.8245,26.1375,30,2119,0.000146665
Al Safir Tower,2024,3,26.21705506,50.60577393,335.339,41.154,45,385,0.196971107,192,449,1342,942,7,0,0,21,1.358974359,Capital Governorate,HTL,Al Juffair,324,0.142963515,4,295.525,171.8245,26.1375,30,2119,0.000146665
Al Safir Tower,2024,4,26.21705506,50.60577393,294.904,41.607,17,36,0.196971107,192,449,1342,942,7,0,0,21,1.358974359,Capital Governorate,HTL,Al Juffair,324,0.142963515,4,333.078,171.8245,26.1375,30,2119,0.000146665
Al Safir Tower,2025,1,26.21705506,50.60577393,352.671,43.913,15,47,0.196971107,192,449,1342,942,7,0,0,21,-0.726708075,Capital Governorate,HTL,Al Juffair,324,0.142963515,5,315.1215,171.8245,26.1375,30,2119,0.000146665
Al Safir Tower,2025,2,26.21705506,50.60577393,262.931,36.848,47,56,0.196971107,192,449,1342,942,7,0,0,21,-0.726708075,Capital Governorate,HTL,Al Juffair,324,0.142963515,5,323.7875,171.8245,26.1375,30,2119,0.000146665
Al Safir Tower,2025,3,26.21705506,50.60577393,314.743,52.503,35,18,0.196971107,192,449,1342,942,7,0,0,21,-0.726708075,Capital Governorate,HTL,Al Juffair,324,0.142963515,5,307.801,171.8245,26.1375,30,2119,0.000146665
Al Safir Tower,2025,4,26.21705506,50.60577393,288.528,50.885,33,55,0.196971107,192,449,1342,942,7,0,0,21,-0.726708075,Capital Governorate,HTL,Al Juffair,324,0.142963515,5,288.837,171.8245,26.1375,30,2119,0.000146665
Al Wasmiyah,2020,1,26.01647476,50.48858643,104.7763333,52.81566667,13.66666667,21,0.665776062,1,2.333333333,8.666666667,5.666666667,4,2,4,37,0,Northern Governorate,PPL,Al Wasmiyah,1058,0.103448276,0,152.4206623,68.58366667,26.224,18,117,0.068873386
Al Wasmiyah,2020,2,26.02470205,50.49041748,5.691,1.901,31,2,0.558772122,1,3,13,10,4,2,4,37,0,Northern Governorate,PPL,Al Wasmiyah,1058,0.071428571,0,104.7763333,68.58366667,26.224,18,117,0.039912294
Al Wasmiyah,2020,3,26.01647476,50.48492432,68.58366667,37.30033333,13.66666667,3,0.839082025,0.666666667,3.333333333,8.333333333,5.333333333,4,2,4,37,0,Northern Governorate,PPL,Al Wasmiyah,1058,0.071428571,0,55.23366667,68.58366667,26.224,18,117,0.089901646
Al Wasmiyah,2020,4,26.01729751,50.48492432,51.063,29.5815,14,2,0.850020291,0.5,3,8.5,5.5,4,2,4,37,0,Northern Governorate,PPL,Al Wasmiyah,1058,0.052631579,0,37.13733333,68.58366667,26.224,18,117,0.08947582
Al Wasmiyah,2021,1,26.01976576,50.47393799,8.358,1.339,18,1,0.680644098,1,3,9,6,4,2,4,37,0.142857143,Northern Governorate,PPL,Al Wasmiyah,1058,0.1,1,59.82333333,68.58366667,26.224,18,117,0.06806441
Al Wasmiyah,2021,2,26.02223391,50.49041748,66.118,5.899,18.5,2,0.732750374,1,2.5,11.5,8.5,4,2,4,37,0.142857143,Northern Governorate,PPL,Al Wasmiyah,1058,0.08,1,29.7105,68.58366667,26.224,18,117,0.05862003
Al Wasmiyah,2021,3,26.01976564,50.48492432,41.64742857,19.66971429,15,26,0.861184091,0.714285714,3.285714286,9.714285714,6.714285714,4,2,4,37,0.142857143,Northern Governorate,PPL,Al Wasmiyah,1058,0.066666667,1,37.238,68.58366667,26.224,18,117,0.080377182
Al Wasmiyah,2021,4,26.01647462,50.48492432,37.76766667,4.148333333,19.33333333,3,0.566850855,1,3,9.666666667,6.666666667,4,2,4,37,0.142857143,Northern Governorate,PPL,Al Wasmiyah,1058,0.09375,1,53.88271429,68.58366667,26.224,18,117,0.053142268
Al Wasmiyah,2022,1,26.01812026,50.48309326,47.13066667,2.923,21.66666667,3,0.702406161,1,2.666666667,9,6,4,2,4,37,-0.03125,Northern Governorate,PPL,Al Wasmiyah,1058,0.1,2,39.70754762,68.58366667,26.224,18,117,0.070240616
Al Wasmiyah,2022,3,26.02099957,50.48080444,87.07025,23.907,20,24,0.704309821,1.25,3,9.5,6.5,4,2,4,37,-0.03125,Northern Governorate,PPL,Al Wasmiyah,1058,0.119047619,2,42.44916667,68.58366667,26.224,18,117,0.067077126
Al Wasmiyah,2022,4,26.02305655,50.48858642,102.1046667,26.89966667,19,4,0.834958136,0.666666667,3,13,9,4,2,4,37,-0.03125,Northern Governorate,PPL,Al Wasmiyah,1058,0.047619048,2,67.10045833,68.58366667,26.224,18,117,0.059639867
Al Wasmiyah,2023,1,26.02470205,50.49041748,14.307,3.663,20,1,0.558772122,1,3,13,10,4,2,4,37,-0.774193548,Northern Governorate,PPL,Al Wasmiyah,1058,0.071428571,3,94.58745833,68.58366667,26.224,18,117,0.039912294
Al Wasmiyah,2023,2,26.01976566,50.4876709,49.9065,6.749,24,2,0.539308941,1,3,10.5,7.5,4,2,4,37,-0.774193548,Northern Governorate,PPL,Al Wasmiyah,1058,0.086956522,3,58.20583333,68.58366667,26.224,18,117,0.04689643
Al Wasmiyah,2023,3,26.02470195,50.4876709,523.437,37.5475,9.5,4,1.019688042,0.5,2.5,12,9,4,2,4,37,-0.774193548,Northern Governorate,PPL,Al Wasmiyah,1058,0.038461538,3,32.10675,68.58366667,26.224,18,117,0.078437542
Al Wasmiyah,2024,1,26.02470205,50.49041748,81.446,30.497,29,1,0.558772122,1,3,13,10,4,2,4,37,0.857142857,Northern Governorate,PPL,Al Wasmiyah,1058,0.071428571,4,286.67175,68.58366667,26.224,18,117,0.039912294
Al Wasmiyah,2024,2,26.01976566,50.4876709,100.3055,37.058,19,2,0.539308941,1,3,10.5,7.5,4,2,4,37,0.857142857,Northern Governorate,PPL,Al Wasmiyah,1058,0.086956522,4,302.4415,68.58366667,26.224,18,117,0.04689643
Al Wasmiyah,2024,3,26.01976576,50.49041748,499.591,64.806,14,7,0.906728626,1,2,10,7,4,2,4,37,0.857142857,Northern Governorate,PPL,Al Wasmiyah,1058,0.090909091,4,90.87575,68.58366667,26.224,18,117,0.082429875
Al Wasmiyah,2024,4,26.01976566,50.4876709,211.967,58.2965,10.5,3,0.539308941,1,3,10.5,7.5,4,2,4,37,0.857142857,Northern Governorate,PPL,Al Wasmiyah,1058,0.086956522,4,299.94825,68.58366667,26.224,18,117,0.04689643
Al Wasmiyah,2025,1,26.02470205,50.49041748,672.33,26.224,9,1,0.558772122,1,3,13,10,4,2,4,37,-0.538461538,Northern Governorate,PPL,Al Wasmiyah,1058,0.071428571,5,355.779,68.58366667,26.224,18,117,0.039912294
Al Wasmiyah,2025,3,26.01482926,50.48492432,30.207,4.728,11,1,0.519845759,1,3,8,5,4,2,4,37,-0.538461538,Northern Governorate,PPL,Al Wasmiyah,1058,0.111111111,5,442.1485,68.58366667,26.224,18,117,0.05776064
Al Wasmiyah,2025,4,26.0222337,50.49041748,376.2095,39.606,14,4,0.603512887,1,2.5,13.5,9,4,2,4,37,-0.538461538,Northern Governorate,PPL,Al Wasmiyah,1058,0.068965517,5,351.2685,68.58366667,26.224,18,117,0.041621578
Al `Adliyah,2020,1,26.21705506,50.53985596,44.083,19.507,20,27,0.1763907,1,53,736,517,9,0,5,38,0,Capital Governorate,PPLX,Al `Adliyah,421,0.001356852,0,152.4206623,172.58,19.8985,17.5,1118,0.000239336
Al `Adliyah,2020,2,26.21705506,50.53985596,34.59,14.906,19,36,0.1763907,1,53,736,517,9,0,5,38,0,Capital Governorate,PPLX,Al `Adliyah,421,0.001356852,0,44.083,172.58,19.8985,17.5,1118,0.000239336
Al `Adliyah,2020,3,26.21705506,50.53985596,28.999,10.611,20,54,0.1763907,1,53,736,517,9,0,5,38,0,Capital Governorate,PPLX,Al `Adliyah,421,0.001356852,0,39.3365,172.58,19.8985,17.5,1118,0.000239336
Al `Adliyah,2020,4,26.21705506,50.53985596,66.692,12.7,17,60,0.1763907,1,53,736,517,9,0,5,38,0,Capital Governorate,PPLX,Al `Adliyah,421,0.001356852,0,31.7945,172.58,19.8985,17.5,1118,0.000239336
Al `Adliyah,2021,1,26.21705506,50.53985596,54.873,7.257,18,16,0.1763907,1,53,736,517,9,0,5,38,-0.271186441,Capital Governorate,PPLX,Al `Adliyah,421,0.001356852,1,47.8455,172.58,19.8985,17.5,1118,0.000239336
Al `Adliyah,2021,2,26.21705506,50.53985596,44.378,14.539,16,30,0.1763907,1,53,736,517,9,0,5,38,-0.271186441,Capital Governorate,PPLX,Al `Adliyah,421,0.001356852,1,60.7825,172.58,19.8985,17.5,1118,0.000239336
Al `Adliyah,2021,3,26.21705506,50.53985596,64.385,10.994,27,52,0.1763907,1,53,736,517,9,0,5,38,-0.271186441,Capital Governorate,PPLX,Al `Adliyah,421,0.001356852,1,49.6255,172.58,19.8985,17.5,1118,0.000239336
Al `Adliyah,2021,4,26.21705506,50.53985596,74.056,18.53,22,31,0.1763907,1,53,736,517,9,0,5,38,-0.271186441,Capital Governorate,PPLX,Al `Adliyah,421,0.001356852,1,54.3815,172.58,19.8985,17.5,1118,0.000239336
Al `Adliyah,2022,1,26.21705506,50.53985596,146.532,28.09,18,46,0.1763907,1,53,736,517,9,0,5,38,0.511627907,Capital Governorate,PPLX,Al `Adliyah,421,0.001356852,2,69.2205,172.58,19.8985,17.5,1118,0.000239336
Al `Adliyah,2022,2,26.21705506,50.53985596,162.975,20.445,19,53,0.1763907,1,53,736,517,9,0,5,38,0.511627907,Capital Governorate,PPLX,Al `Adliyah,421,0.001356852,2,110.294,172.58,19.8985,17.5,1118,0.000239336
Al `Adliyah,2022,3,26.21705506,50.53985596,148.026,22.569,18,76,0.1763907,1,53,736,517,9,0,5,38,0.511627907,Capital Governorate,PPLX,Al `Adliyah,421,0.001356852,2,154.7535,172.58,19.8985,17.5,1118,0.000239336
Al `Adliyah,2022,4,26.21705506,50.53985596,298.178,28.257,28,20,0.1763907,1,53,736,517,9,0,5,38,0.511627907,Capital Governorate,PPLX,Al `Adliyah,421,0.001356852,2,155.5005,172.58,19.8985,17.5,1118,0.000239336
Al `Adliyah,2023,1,26.21705506,50.53985596,284.723,19.625,17,5,0.1763907,1,53,736,517,9,0,5,38,-0.553846154,Capital Governorate,PPLX,Al `Adliyah,421,0.001356852,3,223.102,172.58,19.8985,17.5,1118,0.000239336
Al `Adliyah,2023,2,26.21705506,50.53985596,284.818,21.866,15,23,0.1763907,1,53,736,517,9,0,5,38,-0.553846154,Capital Governorate,PPLX,Al `Adliyah,421,0.001356852,3,291.4505,172.58,19.8985,17.5,1118,0.000239336
Al `Adliyah,2023,3,26.21705506,50.53985596,225.471,20.172,15,40,0.1763907,1,53,736,517,9,0,5,38,-0.553846154,Capital Governorate,PPLX,Al `Adliyah,421,0.001356852,3,284.7705,172.58,19.8985,17.5,1118,0.000239336
Al `Adliyah,2023,4,26.21705506,50.53985596,228.637,21.989,17,19,0.1763907,1,53,736,517,9,0,5,38,-0.553846154,Capital Governorate,PPLX,Al `Adliyah,421,0.001356852,3,255.1445,172.58,19.8985,17.5,1118,0.000239336
