Date,latitude,longitude,avg_d_mbps,avg_u_mbps,avg_lat_ms,tests,block_number
1/1/2020,26.21212689,50.49041748,54.822,10.858,17,24,
1/1/2020,26.20719851,50.48492432,31.256,13.362,14,5,
1/1/2020,26.20719851,50.49041748,28.118,4.568,21,13,
1/1/2020,26.20226992,50.47393799,0.171,0.096,21,3,
1/1/2020,26.20226992,50.47943115,58.036,14.135,24,8,
1/1/2020,26.19734113,50.47393799,23.977,8.517,22,7,
1/1/2020,26.19734113,50.47943115,36.443,13.732,17,17,
1/1/2020,26.20226992,50.48492432,2.965,2.222,27,3,
1/1/2020,26.20226992,50.49041748,63.97,40.568,15,4,
1/1/2020,26.19734113,50.48492432,21.877,7.75,18,14,
1/1/2020,26.19734113,50.49041748,21.547,4.679,53,7,
1/1/2020,26.23183831,50.49591064,22.632,8.291,23,4,
1/1/2020,26.23183831,50.50140381,27.051,0.374,36,1,
1/1/2020,26.22691077,50.49591064,61.532,20.363,16,5,
1/1/2020,26.23183831,50.50689697,44.304,18.822,19,33,
1/1/2020,26.23183831,50.51239014,29.832,8.324,23,36,
1/1/2020,26.22691077,50.50689697,45.88,20.698,17,11,
1/1/2020,26.22691077,50.51239014,23.176,7.007,21,6,
1/1/2020,26.22198302,50.49591064,35.301,18.419,21,14,
1/1/2020,26.22198302,50.50140381,46.317,20.483,20,14,
1/1/2020,26.21705506,50.49591064,52.983,14.689,17,44,
1/1/2020,26.21705506,50.50140381,39.176,11.874,20,23,
1/1/2020,26.22198302,50.50689697,50.977,23.163,27,9,
1/1/2020,26.22198302,50.51239014,43.54,9.693,19,16,
1/1/2020,26.21705506,50.50689697,29.534,13.604,23,12,
1/1/2020,26.21705506,50.51239014,28.554,7.95,22,48,
1/1/2020,26.23183831,50.5178833,9.53,7.106,115,4,
1/1/2020,26.23183831,50.52337646,11.265,5.735,22,4,
1/1/2020,26.22691077,50.5178833,11.174,4.273,23,5,
1/1/2020,26.22691077,50.52337646,9.763,16.246,27,2,
1/1/2020,26.23183831,50.52886963,31.337,9.755,19,37,
1/1/2020,26.23183831,50.53436279,59.989,20.188,44,92,
1/1/2020,26.22691077,50.52886963,27.347,11.318,16,11,
1/1/2020,26.22691077,50.53436279,65.218,12.854,21,20,
1/1/2020,26.22198302,50.5178833,53.475,14.683,16,17,
1/1/2020,26.22198302,50.52337646,38.529,14.571,20,9,
1/1/2020,26.21705506,50.5178833,20.675,15.585,24,21,
1/1/2020,26.21705506,50.52337646,31.082,11.542,28,42,
1/1/2020,26.22198302,50.52886963,100.036,21.277,18,10,
1/1/2020,26.22198302,50.53436279,52.468,15.367,17,44,
1/1/2020,26.21705506,50.52886963,38.247,10.231,17,44,
1/1/2020,26.21705506,50.53436279,30.79,12.303,19,24,
1/1/2020,26.21212689,50.50140381,39.724,13.409,21,23,
1/1/2020,26.20719851,50.49591064,50.967,14.136,19,11,
1/1/2020,26.20719851,50.50140381,25.4,6.454,16,40,
1/1/2020,26.21212689,50.50689697,28.449,7.841,23,41,
1/1/2020,26.21212689,50.51239014,13.32,4.794,21,11,
1/1/2020,26.20719851,50.50689697,12.891,5.599,19,32,
1/1/2020,26.20226992,50.49591064,61.283,18.89,17,38,
1/1/2020,26.20226992,50.50140381,107.968,18.926,22,9,
1/1/2020,26.19734113,50.49591064,101.141,24.749,15,8,
1/1/2020,26.19734113,50.50140381,61.079,6.552,17,3,
1/1/2020,26.20226992,50.50689697,114.704,37.294,19,1,
1/1/2020,26.20226992,50.51239014,21.804,31.595,17,2,
1/1/2020,26.19734113,50.50689697,18.364,15.816,17,4,
1/1/2020,26.19734113,50.51239014,56.352,14.847,18,22,
1/1/2020,26.21212689,50.5178833,47.371,10.363,23,4,
1/1/2020,26.21212689,50.52337646,56.001,23.684,16,55,
1/1/2020,26.20719851,50.5178833,28.812,19.151,29,9,
1/1/2020,26.20719851,50.52337646,64.228,24.465,15,13,
1/1/2020,26.21212689,50.52886963,49.484,14.679,57,28,
1/1/2020,26.21212689,50.53436279,45.594,10.776,18,13,
1/1/2020,26.20719851,50.52886963,40.593,19.072,25,23,
1/1/2020,26.20719851,50.53436279,64.111,11.142,19,17,
1/1/2020,26.20226992,50.5178833,26.487,5.931,32,10,
1/1/2020,26.20226992,50.52337646,34.683,8.548,20,8,
1/1/2020,26.19734113,50.5178833,28.343,14.869,22,19,
1/1/2020,26.19734113,50.52337646,41.919,15.614,20,6,
1/1/2020,26.20226992,50.52886963,46.441,16.131,20,15,
1/1/2020,26.20226992,50.53436279,29.237,11.615,35,27,
1/1/2020,26.19734113,50.52886963,37.199,7.691,18,15,
1/1/2020,26.19734113,50.53436279,23.917,5.863,19,2,
1/1/2020,26.24661969,50.53985596,48.505,11.423,94,4,
1/1/2020,26.24169277,50.53985596,116.731,25.655,18,38,
1/1/2020,26.24169277,50.54534912,78.707,17.897,16,2,
1/1/2020,26.23676565,50.53985596,63.667,23.151,19,123,
1/1/2020,26.23676565,50.54534912,39.344,14.602,45,17,
1/1/2020,26.24169277,50.55084229,35.295,12.778,21,4,
1/1/2020,26.24169277,50.55633545,39.109,2.36,14,2,
1/1/2020,26.23676565,50.55084229,46.006,12.019,18,19,
1/1/2020,26.23676565,50.55633545,27.026,20.103,35,10,
1/1/2020,26.24661969,50.56182861,31.084,23.515,15,1,
1/1/2020,26.24661969,50.56732178,70.895,27,16,8,
1/1/2020,26.2515464,50.57830811,27.334,9.834,30,7,
1/1/2020,26.24661969,50.57830811,71.454,23.798,18,30,
1/1/2020,26.24169277,50.56182861,16.951,10.164,15,5,
1/1/2020,26.24169277,50.56732178,38.377,24.399,132,4,
1/1/2020,26.23676565,50.56182861,164.412,10.751,19,4,
1/1/2020,26.23676565,50.56732178,68.094,9.749,18,7,
1/1/2020,26.24169277,50.57281494,25.709,19.474,14,4,
1/1/2020,26.24169277,50.57830811,57.672,21.084,17,8,
1/1/2020,26.23676565,50.57281494,58.354,18.286,18,52,
1/1/2020,26.23676565,50.57830811,28.192,13.079,23,116,
1/1/2020,26.27125114,50.5947876,13.069,4.262,17,3,
1/1/2020,26.27125114,50.60028076,36.438,13.186,21,25,
1/1/2020,26.26632527,50.5947876,62.435,16.331,21,16,
1/1/2020,26.26632527,50.60028076,28.414,14.124,22,29,
1/1/2020,26.2564729,50.58380127,31.274,13.67,19,2,
1/1/2020,26.26139919,50.5947876,62.099,11.469,12,2,
1/1/2020,26.26139919,50.60028076,51.093,20.361,17,35,
1/1/2020,26.2564729,50.5947876,43.957,25.092,30,2,
1/1/2020,26.27125114,50.60577393,38.612,11.665,20,29,
1/1/2020,26.27125114,50.61126709,36.337,11.911,20,16,
1/1/2020,26.26632527,50.60577393,36.454,12.677,19,34,
1/1/2020,26.26632527,50.61126709,69.473,9.08,24,8,
1/1/2020,26.27125114,50.61676025,27.537,14.455,22,14,
1/1/2020,26.27125114,50.62225342,25.18,15.029,16,10,
1/1/2020,26.26632527,50.61676025,54.394,14.242,21,75,
1/1/2020,26.26632527,50.62225342,30.312,9.145,21,21,
1/1/2020,26.26139919,50.60577393,48.86,17.44,23,37,
1/1/2020,26.26139919,50.61126709,27.206,10.193,21,84,
1/1/2020,26.2564729,50.60577393,64.941,16.83,30,20,
1/1/2020,26.2564729,50.61126709,26.455,11.187,38,78,
1/1/2020,26.26139919,50.61676025,40.411,16.874,22,70,
1/1/2020,26.26139919,50.62225342,30.606,15.123,28,19,
1/1/2020,26.2564729,50.61676025,31.802,13.597,21,88,
1/1/2020,26.2564729,50.62225342,34.277,16.595,16,28,
1/1/2020,26.2515464,50.58380127,56.442,18.328,16,4,
1/1/2020,26.24661969,50.58380127,101.874,29.726,33,54,
1/1/2020,26.24661969,50.58929443,31.12,17.718,88,11,
1/1/2020,26.24661969,50.5947876,34.381,29.211,16,2,
1/1/2020,26.24661969,50.60028076,14.833,6.146,46,5,
1/1/2020,26.24169277,50.58380127,38.723,16.89,33,53,
1/1/2020,26.24169277,50.58929443,31.535,16.522,32,78,
1/1/2020,26.23676565,50.58380127,44,16.821,36,78,
1/1/2020,26.23676565,50.58929443,43.256,13.285,21,99,
1/1/2020,26.24169277,50.5947876,26.534,11.919,20,17,
1/1/2020,26.23676565,50.5947876,32.04,13.039,25,87,
1/1/2020,26.23676565,50.60028076,4.609,3.945,27,1,
1/1/2020,26.2515464,50.60577393,41.119,13.615,24,24,
1/1/2020,26.2515464,50.61126709,44.456,11.185,23,62,
1/1/2020,26.24661969,50.60577393,45.332,14.805,20,20,
1/1/2020,26.24661969,50.61126709,32.827,14.646,33,56,
1/1/2020,26.2515464,50.61676025,40.399,19.01,19,55,
1/1/2020,26.2515464,50.62225342,30.318,7.634,15,5,
1/1/2020,26.24661969,50.61676025,44.103,17.467,21,203,
1/1/2020,26.24661969,50.62225342,8.678,14.886,20,4,
1/1/2020,26.24169277,50.61126709,40.596,20.331,18,24,
1/1/2020,26.24169277,50.61676025,28.055,14.181,16,20,
1/1/2020,26.23183831,50.53985596,62.284,18.151,27,41,
1/1/2020,26.23183831,50.54534912,46.85,20.265,35,57,
1/1/2020,26.22691077,50.53985596,20.117,15.986,19,22,
1/1/2020,26.22691077,50.54534912,65.917,18.048,21,32,
1/1/2020,26.23183831,50.55084229,62.817,26.855,22,227,
1/1/2020,26.23183831,50.55633545,43.119,15.564,28,82,
1/1/2020,26.22691077,50.55084229,49.57,22.943,16,19,
1/1/2020,26.22691077,50.55633545,25.808,10.113,21,26,
1/1/2020,26.22198302,50.53985596,40.613,14.533,18,26,
1/1/2020,26.22198302,50.54534912,42.017,15.355,19,40,
1/1/2020,26.21705506,50.53985596,44.083,19.507,20,27,
1/1/2020,26.21705506,50.54534912,39.658,27.75,13,3,
1/1/2020,26.22198302,50.55084229,40.452,16.846,32,30,
1/1/2020,26.22198302,50.55633545,29.606,21.369,17,2,
1/1/2020,26.21705506,50.55633545,35.683,8.622,19,6,
1/1/2020,26.23183831,50.56182861,26.208,14.79,56,25,
1/1/2020,26.23183831,50.56732178,19.207,13.049,32,25,
1/1/2020,26.22691077,50.56182861,18.674,11.982,23,18,
1/1/2020,26.22691077,50.56732178,17.304,8.512,27,33,
1/1/2020,26.23183831,50.57281494,21.2,9.405,21,64,
1/1/2020,26.23183831,50.57830811,20.63,8.764,22,154,
1/1/2020,26.22691077,50.57281494,15.66,8.222,21,238,
1/1/2020,26.22691077,50.57830811,30.701,19.392,25,82,
1/1/2020,26.22198302,50.56182861,29.893,12.983,19,45,
1/1/2020,26.22198302,50.56732178,42.734,28.455,39,13,
1/1/2020,26.21705506,50.56182861,40.483,14.602,21,26,
1/1/2020,26.21705506,50.56732178,48.804,14.066,25,54,
1/1/2020,26.22198302,50.57281494,21.482,10.62,22,80,
1/1/2020,26.22198302,50.57830811,51.119,18.748,21,54,
1/1/2020,26.21705506,50.57281494,31.096,15.125,20,98,
1/1/2020,26.21705506,50.57830811,38.601,15.976,23,74,
1/1/2020,26.21212689,50.53985596,42.631,14.026,22,26,
1/1/2020,26.21212689,50.54534912,32.022,11.445,23,53,
1/1/2020,26.20719851,50.53985596,54.161,8.479,16,19,
1/1/2020,26.20719851,50.54534912,61.622,18.552,18,10,
1/1/2020,26.21212689,50.55084229,2.243,12.651,31,1,
1/1/2020,26.21212689,50.55633545,54.542,15.807,19,38,
1/1/2020,26.20719851,50.55084229,45.91,17.398,19,28,
1/1/2020,26.20719851,50.55633545,42.206,9.465,25,28,
1/1/2020,26.20226992,50.53985596,14.627,6.34,19,5,
1/1/2020,26.19734113,50.53985596,26.442,13.99,19,4,
1/1/2020,26.19734113,50.54534912,14.229,11.695,33,15,
1/1/2020,26.20226992,50.55084229,48.743,12.57,21,4,
1/1/2020,26.20226992,50.55633545,16.043,9.41,14,3,
1/1/2020,26.19734113,50.55084229,5.492,1.951,28,2,
1/1/2020,26.19734113,50.55633545,18.523,9.171,55,9,
1/1/2020,26.21212689,50.56182861,28.328,10.735,19,27,
1/1/2020,26.21212689,50.56732178,45.807,13.625,19,31,
1/1/2020,26.20719851,50.56182861,94.446,20.658,13,1,
1/1/2020,26.20719851,50.56732178,45.535,17.569,36,27,
1/1/2020,26.21212689,50.57281494,34.577,13.713,18,36,
1/1/2020,26.21212689,50.57830811,67.092,21.894,16,34,
1/1/2020,26.20719851,50.57281494,33.976,15.057,19,27,
1/1/2020,26.20719851,50.57830811,41.346,16.27,23,48,
1/1/2020,26.20226992,50.56182861,40.453,18.354,23,21,
1/1/2020,26.20226992,50.56732178,26.856,5.385,66,19,
1/1/2020,26.19734113,50.56182861,42.327,9.834,20,12,
1/1/2020,26.19734113,50.56732178,7.263,1.066,26,1,
1/1/2020,26.20226992,50.57281494,26.215,11.275,21,25,
1/1/2020,26.20226992,50.57830811,26.779,11.129,19,14,
1/1/2020,26.23183831,50.58380127,21.212,7.523,20,98,
1/1/2020,26.23183831,50.58929443,24.713,11.958,26,132,
1/1/2020,26.22691077,50.58380127,19.027,8.922,25,209,
1/1/2020,26.22691077,50.58929443,12.536,7.15,23,187,
1/1/2020,26.23183831,50.5947876,28.509,13.073,33,107,
1/1/2020,26.23183831,50.60028076,50.8,21.53,31,17,
1/1/2020,26.22691077,50.5947876,29.917,12.45,21,91,
1/1/2020,26.22691077,50.60028076,63.395,10.728,22,17,
1/1/2020,26.22198302,50.58380127,39.861,13.279,66,25,
1/1/2020,26.22198302,50.58929443,17.478,14.756,26,24,
1/1/2020,26.21705506,50.58380127,48.036,15.08,17,41,
1/1/2020,26.21705506,50.58929443,53.054,14.633,26,58,
1/1/2020,26.22198302,50.5947876,30.966,17.563,26,10,
1/1/2020,26.22198302,50.60028076,31.932,26.285,33,19,
1/1/2020,26.21705506,50.5947876,52.631,16.414,29,33,
1/1/2020,26.21705506,50.60028076,40.851,17.066,34,88,
1/1/2020,26.23183831,50.60577393,19.538,4.082,49,1,
1/1/2020,26.22691077,50.61126709,11.063,12.747,35,4,
1/1/2020,26.22691077,50.61676025,26.828,31.308,12,1,
1/1/2020,26.22198302,50.60577393,12.236,3.681,54,40,
1/1/2020,26.22198302,50.61126709,29.742,12.273,39,56,
1/1/2020,26.21705506,50.60577393,32.39,12.451,21,52,
1/1/2020,26.21705506,50.61126709,26.877,8.676,39,55,
1/1/2020,26.22198302,50.61676025,120.333,11.021,15,9,
1/1/2020,26.21705506,50.61676025,58.749,9.035,23,15,
1/1/2020,26.21705506,50.62225342,41.273,10.668,14,1,
1/1/2020,26.21212689,50.58380127,51.835,18.695,17,43,
1/1/2020,26.21212689,50.58929443,53.013,16.061,17,65,
1/1/2020,26.20719851,50.58380127,34.58,12.932,17,94,
1/1/2020,26.20719851,50.58929443,44.386,14.909,17,42,
1/1/2020,26.21212689,50.5947876,40.058,13.904,37,36,
1/1/2020,26.21212689,50.60028076,33.587,11.334,28,41,
1/1/2020,26.20719851,50.5947876,36.264,16.642,19,50,
1/1/2020,26.20719851,50.60028076,37.742,11.231,22,40,
1/1/2020,26.20226992,50.58380127,24.665,7.916,22,33,
1/1/2020,26.20226992,50.58929443,45.902,20.292,19,51,
1/1/2020,26.19734113,50.58929443,61.987,8.915,19,12,
1/1/2020,26.20226992,50.5947876,17.205,9.81,21,68,
1/1/2020,26.20226992,50.60028076,33.219,11.097,20,44,
1/1/2020,26.19734113,50.5947876,46.847,17.151,19,49,
1/1/2020,26.19734113,50.60028076,34.394,16.457,20,12,
1/1/2020,26.21212689,50.60577393,40.613,12.304,36,79,
1/1/2020,26.21212689,50.61126709,51.589,15.919,32,68,
1/1/2020,26.20719851,50.60577393,37.077,11.245,17,17,
1/1/2020,26.20719851,50.61126709,14.434,15.885,170,3,
1/1/2020,26.21212689,50.61676025,59.509,7.592,70,26,
1/1/2020,26.20719851,50.61676025,13.324,14.238,269,4,
1/1/2020,26.20226992,50.60577393,32.63,8.287,18,7,
1/1/2020,26.20226992,50.61126709,14.009,12.268,22,11,
1/1/2020,26.19734113,50.60577393,8.586,5.131,24,5,
1/1/2020,26.19734113,50.61676025,9.227,2.411,29,2,
1/1/2020,26.19241212,50.46295166,138.512,20.08,12,7,
1/1/2020,26.19241212,50.46844482,18.439,10.087,20,3,
1/1/2020,26.18748291,50.46295166,12.565,3.993,18,3,
1/1/2020,26.18748291,50.46844482,78.994,26.896,15,1,
1/1/2020,26.18255349,50.46295166,174.45,5.486,17,1,
1/1/2020,26.18255349,50.46844482,49.044,15.412,27,6,
1/1/2020,26.17762386,50.46295166,196.635,2.662,8,1,
1/1/2020,26.19241212,50.47393799,64.441,19.256,16,15,
1/1/2020,26.19241212,50.47943115,51.598,8.587,16,22,
1/1/2020,26.18748291,50.47393799,64.197,15.912,15,30,
1/1/2020,26.18748291,50.47943115,45.719,15.509,16,25,
1/1/2020,26.19241212,50.48492432,28.813,6.959,33,22,
1/1/2020,26.19241212,50.49041748,23.075,7.051,15,5,
1/1/2020,26.18748291,50.48492432,39.555,13.984,18,13,
1/1/2020,26.18748291,50.49041748,4.251,2.064,26,7,
1/1/2020,26.18255349,50.47393799,59.289,20.135,19,16,
1/1/2020,26.18255349,50.47943115,52.722,16.688,17,17,
1/1/2020,26.17762386,50.47393799,27.095,7.531,13,1,
1/1/2020,26.17762386,50.47943115,27.803,9.947,17,6,
1/1/2020,26.18255349,50.49041748,42.399,31.279,19,1,
1/1/2020,26.17762386,50.48492432,50.585,22.75,27,17,
1/1/2020,26.17762386,50.49041748,7.735,9.285,27,6,
1/1/2020,26.17269402,50.45196533,95.885,37.367,13,12,
1/1/2020,26.17269402,50.4574585,3.083,1.133,51,6,
1/1/2020,26.17269402,50.46295166,35.015,25.158,60,7,
1/1/2020,26.17269402,50.46844482,23.908,5.154,42,8,
1/1/2020,26.16776397,50.46295166,9.184,1.004,21,9,
1/1/2020,26.16776397,50.46844482,55.849,14.997,18,12,
1/1/2020,26.16283372,50.45196533,57.521,12.497,20,3,
1/1/2020,26.16283372,50.46295166,69.35,2.075,14,6,
1/1/2020,26.16283372,50.46844482,88.948,10.955,18,6,
1/1/2020,26.15790325,50.46295166,4.298,0.38,27,1,
1/1/2020,26.15790325,50.46844482,255.408,35.313,15,104,
1/1/2020,26.17269402,50.47393799,30.946,15.814,17,2,
1/1/2020,26.17269402,50.47943115,48.517,20.032,71,4,
1/1/2020,26.16776397,50.47393799,24.883,15.755,13,3,
1/1/2020,26.16776397,50.47943115,71.461,13.454,15,2,
1/1/2020,26.17269402,50.48492432,27.809,12.614,43,3,
1/1/2020,26.16283372,50.47393799,118.484,24.959,16,33,
1/1/2020,26.16283372,50.47943115,34.426,4.377,14,3,
1/1/2020,26.15790325,50.47393799,193.515,36.369,16,30,
1/1/2020,26.15790325,50.47943115,40.881,7.467,13,2,
1/1/2020,26.15790325,50.48492432,9.473,4.153,19,5,
1/1/2020,26.15790325,50.49041748,2.758,5.17,20,1,
1/1/2020,26.19241212,50.49591064,27.534,20.645,24,1,
1/1/2020,26.19241212,50.50140381,23.084,6.394,21,1,
1/1/2020,26.18748291,50.49591064,2.085,1.639,21,3,
1/1/2020,26.18748291,50.50140381,70.087,23.724,65,3,
1/1/2020,26.19241212,50.50689697,49.884,20.715,16,16,
1/1/2020,26.19241212,50.51239014,51.654,12.23,17,22,
1/1/2020,26.18748291,50.50689697,18.194,21.4,18,4,
1/1/2020,26.18255349,50.50140381,59.422,23.605,23,4,
1/1/2020,26.17762386,50.49591064,67.089,21.281,17,1,
1/1/2020,26.17762386,50.50140381,149.848,53.318,17,11,
1/1/2020,26.18255349,50.50689697,127.625,29.508,14,4,
1/1/2020,26.17762386,50.50689697,49.298,23.899,14,17,
1/1/2020,26.17762386,50.51239014,118.222,32.642,12,7,
1/1/2020,26.19241212,50.5178833,23.305,14.616,26,7,
1/1/2020,26.19241212,50.52337646,13.649,14.418,24,2,
1/1/2020,26.18748291,50.5178833,39.659,20.818,20,8,
1/1/2020,26.18748291,50.52337646,5.328,4.015,21,6,
1/1/2020,26.19241212,50.52886963,39.918,7.975,12,1,
1/1/2020,26.19241212,50.53436279,51.033,11.159,49,17,
1/1/2020,26.18748291,50.52886963,13.259,7.412,31,9,
1/1/2020,26.18748291,50.53436279,22.497,9.621,20,16,
1/1/2020,26.18255349,50.5178833,46.743,12.7,19,6,
1/1/2020,26.18255349,50.52337646,16.484,9.997,24,26,
1/1/2020,26.17762386,50.52337646,36.611,9.464,23,31,
1/1/2020,26.18255349,50.52886963,21.749,11.519,18,22,
1/1/2020,26.18255349,50.53436279,34.518,14.345,18,33,
1/1/2020,26.17762386,50.52886963,16.911,8.067,32,25,
1/1/2020,26.17762386,50.53436279,29.218,20.545,22,11,
1/1/2020,26.17269402,50.50140381,27.182,25.721,29,2,
